"variable" "ht.code" "age_adult" "count_n_" "n_denom" "rate_strat" "year" "aggr_level"
"opr" 3 "18+" 124 4539681 2.731469457876 2016 "age"
"opr" 4 "18+" 503 4539681 11.080073687997 2016 "age"
"opr" 1 "<18" 94 1167448 8.05175048481817 2016 "age"
"opr" 2 "<18" 101 1167448 8.65134892517697 2016 "age"
"opr" 3 "<18" 173 1167448 14.8186471688675 2016 "age"
"opr" 4 "<18" 368 1167448 31.5217465788626 2016 "age"
"opr_patients" 1 "18+" 136 4539681 2.99580521186401 2016 "age"
"opr_patients" 2 "18+" 186 4539681 4.09720418681401 2016 "age"
"opr_patients" 3 "18+" 71 4539681 1.563986544429 2016 "age"
"opr_patients" 4 "18+" 393 4539681 8.65699594310702 2016 "age"
"opr_patients" 1 "<18" 84 1167448 7.1951812843056 2016 "age"
"opr_patients" 2 "<18" 67 1167448 5.73901364343423 2016 "age"
"opr_patients" 3 "<18" 130 1167448 11.1353996066634 2016 "age"
"opr_patients" 4 "<18" 281 1167448 24.0695945344032 2016 "age"
"prevalence" 1 "18+" 11659 4580340 254.544422466454 2017 "age"
"prevalence" 2 "18+" 9888 4580340 215.879170541925 2017 "age"
"prevalence" 3 "18+" 3906 4580340 85.2775121497531 2017 "age"
"prevalence" 4 "18+" 23054 4580340 503.325080670867 2017 "age"
"prevalence" 1 "<18" 10752 1168221 920.373799135609 2017 "age"
"prevalence" 2 "<18" 4346 1168221 372.018650580669 2017 "age"
"prevalence" 3 "<18" 2238 1168221 191.573341003115 2017 "age"
"prevalence" 4 "<18" 16040 1168221 1373.02787743073 2017 "age"
"incidence" 1 "18+" 61 4580340 1.33177886357781 2017 "age"
"incidence" 2 "18+" 128 4580340 2.79455236947476 2017 "age"
"incidence" 3 "18+" 16 4580340 0.349319046184344 2017 "age"
"incidence" 4 "18+" 203 4580340 4.43198539846387 2017 "age"
"incidence" 1 "<18" 695 1168221 59.4921680058824 2017 "age"
"incidence" 2 "<18" 421 1168221 36.0377017704698 2017 "age"
"incidence" 3 "<18" 115 1168221 9.84402779953451 2017 "age"
"incidence" 4 "<18" 1202 1168221 102.891490565569 2017 "age"
"opr" 1 "18+" 248 4580340 5.41444521585734 2017 "age"
"opr" 2 "18+" 264 4580340 5.76376426204168 2017 "age"
"opr" 3 "18+" 134 4580340 2.92554701179388 2017 "age"
"opr" 4 "18+" 646 4580340 14.1037564896929 2017 "age"
"opr" 1 "<18" 90 1168221 7.70402175615744 2017 "age"
"opr" 2 "<18" 96 1168221 8.21762320656794 2017 "age"
"opr" 3 "<18" 196 1168221 16.7776473800762 2017 "age"
"opr" 4 "<18" 382 1168221 32.6992923428016 2017 "age"
"opr_patients" 1 "18+" 213 4580340 4.65030980232908 2017 "age"
"opr_patients" 2 "18+" 189 4580340 4.12633123305257 2017 "age"
"opr_patients" 3 "18+" 85 4580340 1.85575743285433 2017 "age"
"opr_patients" 4 "18+" 487 4580340 10.632398468236 2017 "age"
"opr_patients" 1 "<18" 79 1168221 6.76241909707153 2017 "age"
"opr_patients" 2 "<18" 67 1168221 5.73521619625054 2017 "age"
"opr_patients" 3 "<18" 132 1168221 11.2992319090309 2017 "age"
"opr_patients" 4 "<18" 278 1168221 23.796867202353 2017 "age"
